FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Jenna,Wright,1972-05-01,F,jenna19@adventure-works.com,130000,Bachelors,118-555-0191
Seth,Phillips,1967-05-05,M,seth42@adventure-works.com,150000,Partial College,980-555-0196
Luke,Long,1960-11-23,M,luke28@adventure-works.com,60000,High School,786-555-0117
Dalton,Clark,1961-03-02,M,dalton18@adventure-works.com,60000,High School,388-555-0195
Taylor,Lewis,1959-11-13,F,taylor67@adventure-works.com,80000,Partial High School,291-555-0174
Haley,Richardson,1941-04-05,F,haley10@adventure-works.com,50000,Graduate Degree,620-555-0129
Noah,Coleman,1940-08-01,M,noah2@adventure-works.com,70000,Graduate Degree,847-555-0167
Jon,Luo,1940-08-30,M,jon46@adventure-works.com,70000,Graduate Degree,127-555-0189
Orlando,Vazquez,1941-09-29,M,orlando14@adventure-works.com,70000,Graduate Degree,757-555-0143
Fernando,Barnes,1965-08-31,M,fernando47@adventure-works.com,80000,Partial College,469-555-0125
Cameron,Rodriguez,1965-12-07,M,cameron38@adventure-works.com,80000,Partial College,727-555-0119
Spencer,Russell,1971-12-09,M,spencer22@adventure-works.com,90000,High School,834-555-0131
Julia,Coleman,1966-04-10,F,julia72@adventure-works.com,90000,High School,907-555-0170
Julia,Garcia,1971-03-14,F,julia38@adventure-works.com,100000,Partial College,923-555-0183
Sean,Evans,1965-12-17,M,sean31@adventure-works.com,110000,Partial College,791-555-0174
Hunter,Rodriguez,1965-10-31,M,hunter53@adventure-works.com,80000,Partial High School,996-555-0142
Ian,Gonzales,1959-09-02,M,ian57@adventure-works.com,60000,High School,904-555-0153
Victoria,Lewis,1959-12-10,F,victoria20@adventure-works.com,60000,High School,586-555-0191
Erin,Sanders,1964-07-05,F,erin7@adventure-works.com,70000,Graduate Degree,233-555-0160
Gabrielle,Lopez,1959-02-21,F,gabrielle63@adventure-works.com,70000,Graduate Degree,783-555-0174
Sara,Richardson,1958-10-01,F,sara10@adventure-works.com,70000,Graduate Degree,296-555-0174
Trevor,Jenkins,1958-08-27,M,trevor6@adventure-works.com,70000,Graduate Degree,120-555-0129
Mya,Flores,1970-06-16,F,mya13@adventure-works.com,70000,Graduate Degree,522-555-0140
Luke,Allen,1959-05-17,M,luke52@adventure-works.com,60000,Graduate Degree,786-555-0133
Victoria,Russell,1963-09-14,F,victoria66@adventure-works.com,40000,Partial College,663-555-0197
Jessica,Wilson,1958-04-25,F,jessica54@adventure-works.com,40000,Partial College,702-555-0180
Jade,Bailey,1948-04-23,F,jade13@adventure-works.com,70000,Graduate Degree,819-555-0160
Morgan,Hill,1942-12-24,F,morgan19@adventure-works.com,80000,Graduate Degree,510-555-0120
Terrance,Raman,1944-01-05,M,terrance9@adventure-works.com,90000,Bachelors,879-555-0124
Sydney,Garcia,1943-09-12,F,sydney78@adventure-works.com,90000,Bachelors,783-555-0116
Jose,Patterson,1943-12-18,M,jose33@adventure-works.com,120000,Graduate Degree,768-555-0153
Zachary,Anderson,1944-11-10,M,zachary39@adventure-works.com,90000,Bachelors,693-555-0118
Elijah,Ross,1944-12-29,M,elijah7@adventure-works.com,90000,Bachelors,409-555-0142
Rafael,Xie,1944-12-23,M,rafael26@adventure-works.com,130000,Bachelors,663-555-0137
Jaime,Moreno,1945-09-01,M,jaime48@adventure-works.com,90000,Bachelors,457-555-0178
Julian,Griffin,1945-06-30,M,julian20@adventure-works.com,90000,Bachelors,636-555-0197
Andy,Alvarez,1946-01-22,M,andy9@adventure-works.com,90000,Bachelors,367-555-0172
Ryan,Thompson,1945-11-10,M,ryan38@adventure-works.com,110000,Graduate Degree,138-555-0142
Samantha,Jenkins,1974-01-03,F,samantha32@adventure-works.com,90000,Partial College,936-555-0152
Deanna,Ramos,1968-04-02,F,deanna44@adventure-works.com,10000,Graduate Degree,1 (11) 500 555-0138
Emily,Miller,1968-01-07,F,emily6@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0110
Nicole,Brown,1966-09-19,F,nicole4@adventure-works.com,10000,Bachelors,1 (11) 500 555-0187
Carla,Raman,1977-12-18,F,carla14@adventure-works.com,10000,Bachelors,1 (11) 500 555-0124
Shaun,Raji,1973-03-08,M,shaun21@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0122
Jerome,Romero,1967-03-21,M,jerome7@adventure-works.com,10000,Bachelors,1 (11) 500 555-0112
Frank,Navarro,1972-08-06,M,frank17@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0139
Dennis,She,1967-01-05,M,dennis25@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0141
Melody,Munoz,1947-04-03,F,melody8@adventure-works.com,10000,Graduate Degree,1 (11) 500 555-0147
Randy,Zeng,1942-02-18,M,randy24@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0144
Marshall,Wang,1973-03-07,M,marshall0@adventure-works.com,30000,Graduate Degree,1 (11) 500 555-0161
Arthur,Carlson,1975-03-09,M,arthur41@adventure-works.com,10000,Bachelors,1 (11) 500 555-0166
Jessie,Jimenez,1963-01-21,F,jessie3@adventure-works.com,10000,Partial College,1 (11) 500 555-0193
Deanna,Gutierrez,1966-05-18,F,deanna37@adventure-works.com,10000,Partial College,1 (11) 500 555-0112
Roy,Navarro,1972-06-17,M,roy30@adventure-works.com,10000,Partial College,1 (11) 500 555-0137
Shawn,Rai,1961-03-21,M,shawn19@adventure-works.com,10000,Partial College,1 (11) 500 555-0117
Mindy,Luo,1965-08-30,F,mindy10@adventure-works.com,10000,Partial College,1 (11) 500 555-0194
Cara,Zhou,1942-07-14,F,cara5@adventure-works.com,30000,Graduate Degree,1 (11) 500 555-0118
Anne,Ramos,1950-04-02,F,anne19@adventure-works.com,20000,Bachelors,1 (11) 500 555-0148
Raymond,Rodriguez,1945-09-04,M,raymond20@adventure-works.com,10000,Partial College,1 (11) 500 555-0131
Carrie,Ortega,1946-12-09,F,carrie19@adventure-works.com,30000,Bachelors,1 (11) 500 555-0111
Deanna,Suarez,1947-08-23,F,deanna45@adventure-works.com,20000,Partial College,1 (11) 500 555-0146
Roberto,Gutierrez,1948-06-26,M,roberto11@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0124
Terrence,Carson,1985-11-24,M,terrence15@adventure-works.com,10000,Partial College,1 (11) 500 555-0189
Ramon,Ye,1984-09-19,M,ramon9@adventure-works.com,10000,Partial College,1 (11) 500 555-0143
Cynthia,Malhotra,1984-05-10,F,cynthia9@adventure-works.com,10000,Partial College,1 (11) 500 555-0187
Jarrod,Prasad,1984-03-03,M,jarrod9@adventure-works.com,10000,Partial College,1 (11) 500 555-0154
Tyrone,Serrano,1984-01-30,M,tyrone15@adventure-works.com,10000,Partial College,1 (11) 500 555-0176
Cindy,Ramos,1982-10-26,F,cindy22@adventure-works.com,10000,High School,1 (11) 500 555-0173
Damien,Shan,1983-05-11,M,damien26@adventure-works.com,10000,High School,1 (11) 500 555-0142
Julian,Ross,1983-04-19,M,julian5@adventure-works.com,10000,High School,1 (11) 500 555-0126
Jennifer,Collins,1985-03-22,F,jennifer6@adventure-works.com,10000,High School,1 (11) 500 555-0196
Brittney,Sun,1984-12-06,F,brittney12@adventure-works.com,10000,High School,1 (11) 500 555-0155
Virginia,Patel,1985-04-23,F,virginia4@adventure-works.com,20000,Bachelors,1 (11) 500 555-0146
Calvin,Nara,1984-08-21,M,calvin15@adventure-works.com,20000,Bachelors,1 (11) 500 555-0193
Edward,Miller,1984-05-24,M,edward28@adventure-works.com,10000,High School,1 (11) 500 555-0151
Ashlee,Tang,1984-02-01,F,ashlee11@adventure-works.com,20000,Bachelors,1 (11) 500 555-0187
Alicia,Xu,1983-09-29,F,alicia3@adventure-works.com,20000,Bachelors,1 (11) 500 555-0113
Lacey,Jai,1983-11-24,F,lacey1@adventure-works.com,20000,Bachelors,1 (11) 500 555-0149
Wendy,Romero,1983-11-12,F,wendy8@adventure-works.com,20000,Bachelors,1 (11) 500 555-0114
Carly,Luo,1954-09-16,F,carly5@adventure-works.com,30000,Bachelors,1 (11) 500 555-0138
Jimmy,Ortega,1948-12-25,M,jimmy26@adventure-works.com,30000,Bachelors,1 (11) 500 555-0183
Francisco,Martinez,1948-11-05,M,francisco19@adventure-works.com,30000,Bachelors,1 (11) 500 555-0119
Lance,Vazquez,1948-12-07,M,lance14@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0112
David,Robinett,1966-08-23,M,david22@adventure-works.com,30000,Graduate Degree,238-555-0100
Shannon,Liang,1965-11-19,F,shannon15@adventure-works.com,10000,High School,1 (11) 500 555-0159
Gary,Vazquez,1976-05-13,M,gary25@adventure-works.com,10000,High School,1 (11) 500 555-0130
Meredith,Raman,1970-08-18,F,meredith11@adventure-works.com,20000,Partial College,1 (11) 500 555-0162
Edward,Patterson,1974-07-15,M,edward59@adventure-works.com,20000,Partial College,1 (11) 500 555-0118
Marie,Gill,1966-02-25,F,marie37@adventure-works.com,30000,Graduate Degree,1 (11) 500 555-0192
Miguel,Allen,1971-08-08,M,miguel24@adventure-works.com,30000,Bachelors,1 (11) 500 555-0128
Jaclyn,Cai,1971-11-02,F,jaclyn22@adventure-works.com,30000,Bachelors,1 (11) 500 555-0164
Megan,Ramirez,1964-11-29,F,megan44@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0192
Joseph,Martin,1965-01-20,M,joseph21@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0143
Karl,Shan,1981-04-20,M,karl11@adventure-works.com,10000,High School,1 (11) 500 555-0198
Christine,Raji,1976-04-17,F,christine16@adventure-works.com,10000,High School,1 (11) 500 555-0153
Lindsay,Xie,1976-06-25,F,lindsay3@adventure-works.com,10000,High School,1 (11) 500 555-0115
Willie,Zhao,1981-02-03,M,willie8@adventure-works.com,10000,High School,1 (11) 500 555-0120
Kurt,Pal,1974-07-17,M,kurt12@adventure-works.com,10000,High School,1 (11) 500 555-0117
George,McDonald,1975-04-22,M,george13@adventure-works.com,10000,High School,1 (11) 500 555-0150
Beth,Gutierrez,1976-04-16,F,beth13@adventure-works.com,30000,Bachelors,1 (11) 500 555-0110
Ian,Lopez,1975-04-04,M,ian27@adventure-works.com,10000,High School,1 (11) 500 555-0182
Latoya,Shan,1974-12-02,F,latoya9@adventure-works.com,20000,Partial College,1 (11) 500 555-0122
Colin,Nath,1975-03-09,M,colin41@adventure-works.com,30000,Bachelors,1 (11) 500 555-0115
Brenda,Mehta,1975-02-01,F,brenda17@adventure-works.com,30000,Bachelors,1 (11) 500 555-0155
Franklin,Raji,1980-04-15,M,franklin38@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0180
Linda,Navarro,1975-02-23,F,linda25@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0189
Kelli,Cai,1975-05-20,F,kelli21@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0145
Nancy,Schmidt,1980-01-06,F,nancy13@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0150
Megan,Taylor,1957-06-30,F,megan12@adventure-works.com,10000,Partial College,1 (11) 500 555-0178
Bonnie,Goel,1957-08-16,F,bonnie25@adventure-works.com,10000,Partial College,1 (11) 500 555-0143
Latoya,Xu,1957-12-31,F,latoya4@adventure-works.com,20000,Partial College,1 (11) 500 555-0141
Mario,She,1957-09-30,M,mario0@adventure-works.com,20000,Partial College,1 (11) 500 555-0156
Darren,Gill,1964-05-10,M,darren36@adventure-works.com,10000,High School,1 (11) 500 555-0166
Jacqueline,Hayes,1979-03-02,F,jacqueline23@adventure-works.com,10000,High School,1 (11) 500 555-0162
Maurice,Goel,1974-02-22,M,maurice20@adventure-works.com,20000,Partial College,1 (11) 500 555-0179
Devin,Ross,1959-08-12,M,devin69@adventure-works.com,80000,Partial College,1 (11) 500 555-0172
Sydney,Bryant,1959-10-07,F,sydney40@adventure-works.com,80000,Partial College,1 (11) 500 555-0156
Megan,Stewart,1959-10-13,F,megan27@adventure-works.com,80000,Partial College,1 (11) 500 555-0116
Ian,Richardson,1959-09-15,M,ian76@adventure-works.com,80000,Partial College,1 (11) 500 555-0119
Randy,She,1949-12-03,M,randy25@adventure-works.com,90000,Partial College,1 (11) 500 555-0141
Katrina,Becker,1950-09-16,F,katrina19@adventure-works.com,60000,Partial High School,1 (11) 500 555-0153
Lacey,Zheng,1950-08-26,F,lacey32@adventure-works.com,70000,High School,1 (11) 500 555-0174
Rafael,Hu,1950-08-09,M,rafael20@adventure-works.com,90000,Partial College,1 (11) 500 555-0159
Kyle,Scott,1950-08-18,M,kyle43@adventure-works.com,150000,Graduate Degree,1 (11) 500 555-0178
Jordan,Turner,1952-01-09,M,jordan59@adventure-works.com,100000,Bachelors,1 (11) 500 555-0176
Amy,Sun,1952-01-16,F,amy19@adventure-works.com,110000,Bachelors,1 (11) 500 555-0111
Dustin,Deng,1952-02-29,M,dustin1@adventure-works.com,170000,Bachelors,1 (11) 500 555-0168
Jasmine,Stewart,1960-05-04,F,jasmine22@adventure-works.com,80000,Partial College,1 (11) 500 555-0165
Ariana,Gray,1965-08-02,F,ariana5@adventure-works.com,90000,High School,1 (11) 500 555-0191
Kristopher,Mehta,1959-04-01,M,kristopher12@adventure-works.com,110000,Bachelors,1 (11) 500 555-0181
Desiree,Dominguez,1959-06-17,F,desiree9@adventure-works.com,110000,Partial College,1 (11) 500 555-0133
Deanna,Perez,1959-02-19,F,deanna24@adventure-works.com,120000,Bachelors,1 (11) 500 555-0191
Marco,Lopez,1958-01-13,M,marco17@adventure-works.com,80000,Partial College,1 (11) 500 555-0186
Casey,Yuan,1957-09-21,F,casey7@adventure-works.com,90000,High School,1 (11) 500 555-0184
Bryant,Garcia,1974-10-20,M,bryant14@adventure-works.com,110000,Partial College,1 (11) 500 555-0115
Dominique,Prasad,1957-03-10,F,dominique7@adventure-works.com,80000,High School,1 (11) 500 555-0148
Maurice,Shan,1957-03-01,M,maurice11@adventure-works.com,80000,High School,1 (11) 500 555-0130
Andre,Lopez,1962-05-02,M,andre16@adventure-works.com,170000,Partial College,1 (11) 500 555-0111
Robin,Romero,1955-09-03,F,robin5@adventure-works.com,100000,Partial College,1 (11) 500 555-0168
Taylor,Cox,1956-03-17,F,taylor13@adventure-works.com,160000,Partial College,1 (11) 500 555-0125
Alfredo,Moreno,1955-06-16,M,alfredo7@adventure-works.com,90000,High School,1 (11) 500 555-0166
Jenny,Nara,1955-04-13,F,jenny39@adventure-works.com,130000,High School,1 (11) 500 555-0164
Janet,Munoz,1953-11-14,F,janet12@adventure-works.com,90000,High School,1 (11) 500 555-0148
Sergio,Weber,1953-03-26,M,sergio4@adventure-works.com,80000,Partial High School,1 (11) 500 555-0178
Erika,Gomez,1952-12-09,F,erika0@adventure-works.com,90000,Partial High School,1 (11) 500 555-0155
Joseph,Harris,1953-05-13,M,joseph20@adventure-works.com,90000,Partial High School,1 (11) 500 555-0116
Grace,Griffin,1981-11-19,F,grace67@adventure-works.com,60000,Bachelors,1 (11) 500 555-0170
Tina,Mehta,1981-10-26,F,tina15@adventure-works.com,70000,Bachelors,1 (11) 500 555-0192
Kari,Kim,1980-01-18,F,kari3@adventure-works.com,70000,Bachelors,1 (11) 500 555-0136
Bethany,Chander,1980-02-09,F,bethany19@adventure-works.com,70000,Bachelors,1 (11) 500 555-0179
Jennifer,Roberts,1980-02-13,F,jennifer15@adventure-works.com,70000,Bachelors,1 (11) 500 555-0112
Kyle,Patterson,1980-10-25,M,kyle5@adventure-works.com,80000,Bachelors,1 (11) 500 555-0145
Alvin,Hu,1980-08-01,M,alvin19@adventure-works.com,80000,Bachelors,1 (11) 500 555-0144
Brett,Mehta,1981-05-11,M,brett13@adventure-works.com,130000,High School,1 (11) 500 555-0187
Ruben,Muñoz,1980-05-08,M,ruben30@adventure-works.com,70000,Bachelors,1 (11) 500 555-0142
Erika,Rubio,1979-05-05,F,erika18@adventure-works.com,80000,Bachelors,1 (11) 500 555-0159
Stanley,Malhotra,1984-08-17,M,stanley5@adventure-works.com,80000,Bachelors,1 (11) 500 555-0139
Melinda,Navarro,1979-10-20,F,melinda5@adventure-works.com,80000,Bachelors,1 (11) 500 555-0145
Ross,Sanz,1979-10-19,M,ross38@adventure-works.com,100000,High School,1 (11) 500 555-0147
Jon,Gao,1980-01-05,M,jon35@adventure-works.com,120000,Partial High School,1 (11) 500 555-0136
Jaime,Gutierrez,1978-11-18,F,jaime12@adventure-works.com,90000,Bachelors,1 (11) 500 555-0173
Bianca,Liu,1978-10-03,F,bianca3@adventure-works.com,100000,High School,1 (11) 500 555-0179
Tasha,Deng,1978-04-12,F,tasha1@adventure-works.com,80000,Bachelors,1 (11) 500 555-0171
Melvin,Chande,1983-10-04,M,melvin13@adventure-works.com,90000,Bachelors,1 (11) 500 555-0121
Victor,Jimenez,1977-09-22,M,victor7@adventure-works.com,90000,Bachelors,1 (11) 500 555-0176
Laura,Lin,1977-07-18,F,laura14@adventure-works.com,110000,High School,1 (11) 500 555-0151
Alisha,Beck,1977-09-09,F,alisha45@adventure-works.com,110000,High School,1 (11) 500 555-0169
Alejandro,Huang,1977-05-15,M,alejandro8@adventure-works.com,90000,Bachelors,1 (11) 500 555-0112
Louis,Luo,1976-08-18,M,louis23@adventure-works.com,90000,Bachelors,1 (11) 500 555-0185
Grant,Tang,1977-01-30,M,grant6@adventure-works.com,150000,Partial High School,1 (11) 500 555-0195
Arturo,Zheng,1975-04-06,M,arturo21@adventure-works.com,170000,Graduate Degree,1 (11) 500 555-0154
Jaclyn,Andersen,1980-12-15,F,jaclyn37@adventure-works.com,40000,Bachelors,1 (11) 500 555-0126
Edwin,Raji,1978-10-14,M,edwin44@adventure-works.com,10000,Partial High School,1 (11) 500 555-0143
Jay,Suarez,1979-03-25,M,jay49@adventure-works.com,20000,Partial High School,1 (11) 500 555-0195
Latasha,Suarez,1979-03-25,F,latasha19@adventure-works.com,30000,Partial College,1 (11) 500 555-0180
Kenneth,Kumar,1968-09-30,M,kenneth7@adventure-works.com,60000,Bachelors,1 (11) 500 555-0153
Grace,Henderson,1986-01-30,F,grace52@adventure-works.com,20000,Partial High School,1 (11) 500 555-0164
Melvin,Xu,1985-08-21,M,melvin5@adventure-works.com,20000,Partial High School,1 (11) 500 555-0113
Cesar,Subram,1984-04-07,M,cesar12@adventure-works.com,30000,High School,1 (11) 500 555-0118
Erika,Navarro,1980-05-16,F,erika7@adventure-works.com,40000,Bachelors,1 (11) 500 555-0145
Tristan,Hughes,1984-06-21,M,tristan12@adventure-works.com,30000,High School,1 (11) 500 555-0121
Billy,Hernandez,1984-02-22,M,billy5@adventure-works.com,30000,High School,1 (11) 500 555-0121
Darryl,Wu,1978-10-20,M,darryl6@adventure-works.com,40000,Bachelors,1 (11) 500 555-0180
Colleen,Ma,1984-03-07,F,colleen16@adventure-works.com,40000,Bachelors,1 (11) 500 555-0160
Erica,Hu,1978-11-20,F,erica19@adventure-works.com,40000,Bachelors,1 (11) 500 555-0117
Adrienne,Torres,1978-01-16,F,adrienne8@adventure-works.com,30000,High School,1 (11) 500 555-0120
Calvin,Chande,1983-05-19,M,calvin13@adventure-works.com,40000,Bachelors,1 (11) 500 555-0197
Erick,Sai,1983-03-03,M,erick5@adventure-works.com,40000,Partial College,1 (11) 500 555-0161
Donald,Chandra,1978-02-04,M,donald4@adventure-works.com,40000,Partial College,1 (11) 500 555-0191
Ariana,Rogers,1982-05-21,F,ariana17@adventure-works.com,10000,Partial High School,1 (11) 500 555-0118
Morgan,Jones,1977-01-05,F,morgan26@adventure-works.com,10000,Partial High School,1 (11) 500 555-0155
Jermaine,Lopez,1977-03-20,M,jermaine15@adventure-works.com,20000,Partial High School,1 (11) 500 555-0181
Deborah,Goel,1976-09-03,F,deborah21@adventure-works.com,20000,Partial High School,1 (11) 500 555-0168
Danny,Rubio,1976-07-05,M,danny22@adventure-works.com,20000,Partial High School,1 (11) 500 555-0122
Andre,Perez,1982-04-02,M,andre20@adventure-works.com,20000,Partial High School,1 (11) 500 555-0112
Terrence,Chander,1982-11-15,M,terrence16@adventure-works.com,30000,High School,1 (11) 500 555-0155
Dawn,Wu,1976-05-31,F,dawn8@adventure-works.com,40000,Partial College,1 (11) 500 555-0139
Jimmy,Gutierrez,1976-01-25,M,jimmy14@adventure-works.com,40000,Partial College,1 (11) 500 555-0112
Francis,Jimenez,1977-03-03,M,francis3@adventure-works.com,40000,Partial College,1 (11) 500 555-0143
Katrina,Nath,1981-11-22,F,katrina17@adventure-works.com,40000,Partial College,1 (11) 500 555-0154
Arturo,Sun,1979-07-15,M,arturo14@adventure-works.com,40000,Partial College,694-555-0114
Pedro,Vance,1980-05-13,M,pedro4@adventure-works.com,40000,Partial College,149-555-0132
Sarah,Simmons,1980-03-17,F,sarah40@adventure-works.com,40000,Graduate Degree,579-555-0169
Brandy,Chandra,1981-01-03,F,brandy20@adventure-works.com,40000,Partial College,323-555-0162
Jared,Peterson,1980-09-03,M,jared8@adventure-works.com,40000,Partial College,879-555-0159
Dennis,Wu,1936-04-11,M,dennis8@adventure-works.com,50000,Graduate Degree,724-555-0194
Jordan,Baker,1936-10-17,F,jordan45@adventure-works.com,40000,Bachelors,138-555-0117
Jasmine,Powell,1972-01-04,F,jasmine48@adventure-works.com,60000,Graduate Degree,847-555-0156
Nicholas,Brown,1971-11-14,M,nicholas6@adventure-works.com,60000,Graduate Degree,883-555-0144
Isabella,Russell,1972-05-19,F,isabella30@adventure-works.com,60000,Graduate Degree,168-555-0190
Elizabeth,Wilson,1972-01-04,F,elizabeth11@adventure-works.com,60000,Graduate Degree,469-555-0110
Roger,Harui,1964-07-22,F,roger4@adventure-works.com,30000,Bachelors,731-555-0184
Seth,Roberts,1959-01-10,M,seth40@adventure-works.com,30000,Bachelors,199-555-0147
Caleb,Perry,1964-06-10,M,caleb4@adventure-works.com,30000,Bachelors,786-555-0137
Natalie,Campbell,1976-08-05,F,natalie50@adventure-works.com,20000,Partial High School,178-555-0147
Alyssa,Howard,1965-09-23,F,alyssa38@adventure-works.com,20000,Partial High School,805-555-0188
Dalton,Diaz,1965-04-16,M,dalton67@adventure-works.com,30000,High School,994-555-0158
Shannon,Huang,1959-08-25,F,shannon6@adventure-works.com,30000,High School,458-555-0116
Mya,Gonzales,1976-10-13,F,mya17@adventure-works.com,30000,High School,211-555-0110
Katherine,Bryant,1959-12-18,F,katherine44@adventure-works.com,40000,Partial College,802-555-0135
Edward,Washington,1960-11-06,M,edward62@adventure-works.com,40000,Partial College,446-555-0170
Jerome,Navarro,1960-09-13,M,jerome8@adventure-works.com,40000,Partial College,934-555-0191
Jada,Morgan,1960-10-08,F,jada14@adventure-works.com,40000,Partial College,160-555-0131
Ariana,Peterson,1977-12-01,F,ariana4@adventure-works.com,40000,Partial College,298-555-0145
Christian,Hughes,1972-06-17,M,christian26@adventure-works.com,80000,Graduate Degree,231-555-0168
Lucas,Taylor,1962-02-07,M,lucas22@adventure-works.com,40000,Partial College,149-555-0146
Alyssa,Jackson,1961-07-22,F,alyssa11@adventure-works.com,40000,Partial College,398-555-0193
Ariana,Cook,1961-07-08,F,ariana19@adventure-works.com,40000,Partial College,160-555-0119
Katherine,Diaz,1973-01-30,F,katherine48@adventure-works.com,40000,Partial College,147-555-0124
Jenna,Green,1961-12-02,F,jenna14@adventure-works.com,40000,Partial College,961-555-0153
Austin,Bryant,1963-05-16,M,austin14@adventure-works.com,40000,Partial College,537-555-0113
Andrew,Martinez,1963-01-23,M,andrew24@adventure-works.com,40000,Partial College,226-555-0113
Nina,Yuan,1962-07-07,F,nina7@adventure-works.com,40000,Partial College,568-555-0198
Lauren,Miller,1962-08-26,F,lauren24@adventure-works.com,40000,Partial College,827-555-0183
Cameron,Lewis,1964-05-12,M,cameron39@adventure-works.com,60000,Graduate Degree,199-555-0180
Devin,Nelson,1963-12-31,M,devin32@adventure-works.com,60000,Graduate Degree,256-555-0111
Logan,Chow,1969-04-13,M,logan25@adventure-works.com,60000,Graduate Degree,545-555-0121
Dakota,Ross,1963-09-21,M,dakota3@adventure-works.com,60000,Graduate Degree,186-555-0170
Nicole,Taylor,1965-02-24,F,nicole9@adventure-works.com,60000,Graduate Degree,217-555-0170
Justin,Washington,1970-08-18,M,justin10@adventure-works.com,60000,Graduate Degree,701-555-0175
Alberto,Navarro,1970-01-24,M,alberto11@adventure-works.com,60000,Graduate Degree,535-555-0131
Aidan,Ross,1964-10-09,M,aidan4@adventure-works.com,60000,Graduate Degree,154-555-0143
Alejandro,Tang,1979-09-07,M,alejandro30@adventure-works.com,20000,Partial College,1 (11) 500 555-0124
Sheena,Chande,1973-08-16,F,sheena13@adventure-works.com,20000,Partial College,1 (11) 500 555-0178
Joel,Garcia,1979-05-04,M,joel14@adventure-works.com,30000,Bachelors,1 (11) 500 555-0159
Reginald,Dominguez,1973-09-22,M,reginald20@adventure-works.com,30000,Bachelors,1 (11) 500 555-0137
Christine,Chande,1973-09-11,F,christine10@adventure-works.com,30000,Bachelors,1 (11) 500 555-0179
Cindy,Sai,1979-03-05,F,cindy6@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0111
Raymond,Sanchez,1974-04-11,M,raymond21@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0160
Crystal,Liang,1979-09-03,F,crystal17@adventure-works.com,40000,Bachelors,1 (11) 500 555-0120
Deb,Torres,1979-08-05,F,deb4@adventure-works.com,40000,Bachelors,1 (11) 500 555-0125
Shannon,Alvarez,1978-05-21,M,shannon26@adventure-works.com,10000,High School,1 (11) 500 555-0159
Eddie,Rubio,1972-11-23,M,eddie21@adventure-works.com,20000,Partial College,1 (11) 500 555-0159
Sharon,Luo,1973-03-08,F,sharon12@adventure-works.com,20000,Partial College,1 (11) 500 555-0118
Sydney,Simmons,1932-03-27,F,sydney37@adventure-works.com,10000,High School,1 (11) 500 555-0198
Alexandria,Henderson,1937-07-04,F,alexandria5@adventure-works.com,40000,Bachelors,1 (11) 500 555-0182
Lucas,Evans,1972-11-10,M,lucas10@adventure-works.com,20000,Partial College,1 (11) 500 555-0153
Felicia,Ramos,1972-07-14,F,felicia16@adventure-works.com,30000,Bachelors,1 (11) 500 555-0191
Ivan,Malhotra,1973-02-18,M,ivan3@adventure-works.com,30000,Bachelors,1 (11) 500 555-0198
Frederick,Subram,1978-12-12,M,frederick12@adventure-works.com,30000,Bachelors,1 (11) 500 555-0111
Whitney,Srini,1978-08-09,F,whitney7@adventure-works.com,30000,Bachelors,1 (11) 500 555-0115
Briana,Dominguez,1972-01-21,F,briana12@adventure-works.com,10000,Partial High School,1 (11) 500 555-0166
Jarrod,Gonzalez,1971-10-17,M,jarrod17@adventure-works.com,20000,High School,1 (11) 500 555-0151
Cesar,Srini,1971-08-01,M,cesar7@adventure-works.com,20000,High School,1 (11) 500 555-0189
Jorge,Liang,1972-01-09,M,jorge19@adventure-works.com,20000,High School,1 (11) 500 555-0161
Erik,Diaz,1971-12-30,M,erik4@adventure-works.com,20000,High School,1 (11) 500 555-0157
April,Shan,1973-03-01,F,april8@adventure-works.com,40000,Bachelors,1 (11) 500 555-0172
Carla,Perez,1978-09-19,F,carla24@adventure-works.com,40000,Bachelors,1 (11) 500 555-0146
Alexia,Foster,1972-04-21,F,alexia13@adventure-works.com,20000,High School,1 (11) 500 555-0182
Troy,Malhotra,1977-05-06,M,troy5@adventure-works.com,30000,Bachelors,1 (11) 500 555-0125
Kristin,Andersen,1971-07-22,F,kristin14@adventure-works.com,30000,Bachelors,1 (11) 500 555-0199
Joel,Sai,1971-11-15,M,joel5@adventure-works.com,30000,Bachelors,1 (11) 500 555-0144
Billy,Moreno,1977-03-11,M,billy8@adventure-works.com,30000,Bachelors,1 (11) 500 555-0165
Meagan,Subram,1976-11-11,F,meagan13@adventure-works.com,20000,High School,1 (11) 500 555-0144
