Cod_Archivo,Nombres,Anio,Edad,Plataforma,Juego
PT01,Alfred Jones,2017,37,PS3,World Series of Poker 2008: Battle for the Bracelets
PT01,Sam Davis,2020,23,PS2,Bee Movie Game
PT01,Roy Brown,2016,20,Wii,Opoona
PT01,Herbert Miller,2016,38,DS,Nodame Cantabile
PT01,Jacob Williams,2018,23,DS,Bleach: Dark Souls (JP sales)
PT01,Tom Smith,2020,32,DS,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training
PT01,Elmer Jones,2017,43,X360,CSI: Hard Evidence
PT01,Carl Johnson,2015,34,Wii,Code Lyoko: Quest for Infinity
PT01,Lee Miller,2016,19,Wii,Naruto Shippuden: Gekito Ninja Taisen! EX
PT01,Howard Smith,2017,29,DS,Retro Game Challenge (US sales)
PT01,Martin Smith,2020,35,PS2,MotoGP 07
PT01,Michael Smith,2020,28,PS2,Shining Force EXA
PT01,Bert Wilson,2016,36,Wii,Heatseeker
PT01,Herman Davis,2015,43,DS,InuYasha: Secret of the Divine Jewel
PT01,Jim Brown,2017,22,DS,Pro Yakyuu Famista DS
PT01,Francis Jones,2020,44,PS3,EyeCreate
PT01,Harvey Smith,2016,27,DS,Glory Days 2
PT01,Earl Moore,2018,29,X360,Bladestorm: The Hundred Years' War
PT01,Eugene Taylor,2019,39,PC,Halo 2
PT01,Ralph Miller,2015,32,DS,Princess Debut
PT01,Ed Davis,2020,45,Wii,Family Party: 30 Great Games
PT01,Claude Johnson,2015,23,DS,Exit DS
PT01,Edwin Davis,2019,40,X360,Universe at War: Earth Assault
PT01,Ben Jones,2019,41,DS,Corvette Evolution GT
PT01,Charley Johnson,2016,18,Wii,Igor: The Game
PT01,Paul Anderson,2016,19,X360,Blitz: The League II
PT01,Edgar Taylor,2019,24,DS,America's Next Top Model
PT01,Isaac Smith,2015,42,DS,Culdcept DS
PT01,Otto Moore,2015,40,DS,Football Director DS
PT01,Luther Martin,2019,18,PSP,Yggdra Union: We'll Never Fight Alone
PT01,Lawrence Wilson,2019,26,Wii,Monkey Mischief! Party Time
PT01,Ira Thomas,2019,45,Wii,Pajama Sam: Don't Fear The Dark
PT01,Patrick Smith,2015,45,Wii,Little League World Series Baseball 2008
PT01,Guy White,2019,27,Wii,Tatsunoko vs. Capcom: Cross Generation of Heroes
PT01,Oliver Miller,2018,36,X360,NFL Tour
PT01,Theodore Anderson,2016,24,DS,Spider-Man: Web of Shadows
PT01,Hugh Wilson,2019,20,Wii,SCORE International Baja 1000: The Official Game
PT01,Clyde Williams,2018,18,Wii,Big League Sports
PT01,Alexander Johnson,2017,20,PS3,The History Channel: Civil War - Secret Missions
PT01,August Anderson,2017,38,Wii,King of Clubs: Mini Golf
PT01,Floyd Brown,2015,39,DS,Cate West: The Vanishing Files
PT01,Homer Martin,2018,44,PS2,Lucky * Star: Ryouou Gakuen Outousai
PT01,Jack Thompson,2017,37,DS,Horse Life Adventures
PT01,Leonard Smith,2018,39,DS,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou
PT01,Horace Thomas,2017,31,DS,Championship Pony
PT01,Marion Anderson,2017,20,PSP,Mana Khemia: Student Alliance
PT01,Philip Johnson,2015,41,Wii,"Blast Works: Build, Trade, Destroy"
PT01,Allen Smith,2016,38,DS,Ninja Reflex
PT01,Archie Davis,2017,39,DS,Red Bull BC One
PT01,Stephen Jackson,2017,42,DS,Touch Mechanic
PT01,Chester Taylor,2015,29,DS,Populous DS
PT01,Willis Brown,2017,29,PS3,Cloudy With a Chance of Meatballs
PT01,Raymond Garcia,2016,31,DS,Imagine: Soccer Captain
PT01,Rufus Lee,2016,43,DS,Agatha Christie: The ABC Murders
PT01,Warren Thompson,2015,35,DS,Pro Yakyuu Famista DS 2009
PT01,Jessie Johnson,2015,26,PS3,Ski-Doo Snowmobile Challenge
PT01,Milton Wilson,2016,41,PC,The Whispered World
PT01,Alex Johnson,2018,45,DS,Learn Chess
PT01,Leo Anderson,2020,36,PS3,Leisure Suit Larry: Box Office Bust
PT01,Julius Moore,2016,21,DS,Miami Law
PT01,Ray Wilson,2015,35,Wii,Yu-Gi-Oh! 5D's Wheelie Breakers
PT01,Sidney Brown,2019,26,Wii,Alvin and the Chipmunks: The Squeakquel
PT01,Bernard Jones,2020,32,DS,Astro Boy: The Video Game
PT01,Dan Johnson,2019,23,PSP,DJ Max Fever
PT01,Jerry Lee,2016,38,DS,Math Blaster in the Prime Adventure
PT01,Calvin Johnson,2018,20,Wii,The Destiny of Zorro
PT01,Perry Lee,2018,31,Wii,Creeper World 3: Arc Eternal
PT01,Dave Garcia,2018,20,Wii,Water Sports
PT01,Anthony Martin,2018,43,PSP,Hakuouki Portable
PT01,Eddie Jones,2016,41,X360,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage
PT01,Amos Martinez,2019,25,DS,KORG DS-10 Synthesizer Plus
PT01,Dennis Thomas,2016,38,PS2,Guitar Hero: Van Halen
PT01,Clifford Martin,2017,33,DS,Blue Dragon: Awakened Shadow
PT01,Leroy Miller,2020,29,Wii,Rolling Stone: Drum King
PT01,Wesley White,2018,25,DS,USA Today Puzzle Craze
PT01,Alonzo Thomas,2020,43,DS,Fifi and the Flowertots
PT01,Garfield Johnson,2018,31,DS,Petz Hamsterz Superstarz
PT01,Franklin Smith,2019,44,DS,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS
PT01,Emil Thompson,2017,41,DS,System Flaw
PT01,Leon Rodriguez,2020,31,PSP,The BIGS 2
PT01,Nathan White,2015,45,PC,Burnout Paradise: The Ultimate Box
PT01,Harold Wilson,2018,26,Wii,The Secret Saturdays: Beasts of the 5th Sun
PT01,Matthew Lee,2020,30,Wii,Animal Planet: Vet Life
PT01,Levi Jones,2015,26,DS,Harvest Moon: Frantic Farming
PT01,Moses Taylor,2019,27,X360,Disney Sing It! High School Musical 3: Senior Year
PT01,Everett Moore,2017,44,PSP,Dragon Ball: Evolution
PT01,Lester Brown,2019,29,X360,Watchmen: The End is Nigh Part 1 & 2
PT01,Winfield Williams,2015,39,Wii,Paws & Claws: Pet Vet
PT01,Adam Taylor,2020,24,Wii,Pony Friends 2
PT01,Lloyd Martin,2016,21,DS,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama
PT01,Mack Martinez,2018,31,DS,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!
PT01,Fredrick Moore,2020,24,PS2,Pro Yaky? Spirits 2010
PT01,Jay Rodriguez,2015,33,DS,My First Dollhouse
PT01,Jess Williams,2020,18,Wii,Dancing on Ice
PT01,Melvin Williams,2017,35,DS,Digimon Story: Lost Evolution
PT01,Noah Moore,2017,22,PS2,Despicable Me: The Game
PT01,Aaron Miller,2019,45,Wii,Who Wants to Be a Millionaire: 3rd Edition
PT01,Alvin Martin,2016,42,PS3,Lucha Libre AAA: Heroes del Ring
PT01,Norman Johnson,2015,28,X360,Shrek: Forever After
PT01,Gilbert White,2017,36,DS,The Story of Noah's Ark
PT01,Elijah Jackson,2016,45,DS,Dora's Cooking Club
PT01,Victor Davis,2020,41,PS3,ESA Game Pack
PT01,Gus White,2016,26,Wii,Truth or Lies
PT01,Nelson Williams,2017,22,DS,Penguin no Mondai: The World
PT01,Jasper Jones,2015,21,PSP,Tom Clancy's Ghost Recon: Predator
PT01,Silas Thomas,2018,33,DS,Bejeweled Twist
PT01,Christopher Thomas,2019,18,DS,Rock Band 3
PT01,Jake Brown,2016,40,PSP,Machi-Ing Maker 3 x Tousouchuu
PT01,Mike Thompson,2019,45,X360,nail'd
PT01,Percy Miller,2017,44,X360,Record of Agarest War Zero
PT01,Adolph Jackson,2015,23,PC,Harry Potter and the Deathly Hallows - Part 1
PT01,Maurice Thompson,2020,41,PS3,NatGeo Challenge! Wild Life
PT01,Cornelius Johnson,2017,25,PC,"Warhammer 40,000: Dawn of War II - Chaos Rising"
PT01,Felix Wilson,2020,18,DS,Nancy Drew: The Model Mysteries
PT01,Reuben Taylor,2019,21,X360,Little League World Series Baseball 2010
PT01,Wallace Lee,2017,35,X360,Arcania: Gothic 4
PT01,Claud Williams,2018,33,Wii,iCarly 2: iJoin The Click!
PT01,Roscoe White,2017,23,DS,Rapala Pro Bass Fishing 2010
PT01,Sylvester Garcia,2017,27,X360,MySims SkyHeroes
PT01,Earnest Jones,2018,25,DS,thinkSMART
PT01,Hiram Williams,2015,28,DS,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition
PT01,Otis Brown,2017,32,DS,Imagine: Reporter
PT01,Simon Thompson,2019,20,DS,Squinkies 2: Adventure Mall Surprize!
PT01,Willard Miller,2015,44,X360,Family Feud: 2012 Edition
PT01,Irvin Anderson,2018,25,PSV,Army Corps of Hell
PT01,Mark Brown,2018,39,DS,Nicktoons: MLB
PT01,Jose Davis,2017,44,DS,May's Mystery: Forbidden Memories
PT01,Wilbur Brown,2017,39,Wii,Green Lantern: Rise of the Manhunters
PT01,Abraham Anderson,2017,33,PSP,Toaru Majutsu no Index
PT01,Virgil Miller,2018,22,PSP,Uta no Prince-Sama: Music
PT01,Clinton Thomas,2020,36,PSP,Weiss Schwarz Portable
PT01,Elbert Moore,2020,28,DS,Dora & Kai-Lan's Pet Shelter
PT01,Leslie Jones,2015,32,PS3,Metal Gear Solid HD Edition
PT01,Marshall Martin,2015,34,X360,Cabela's Adventure Camp
PT01,Owen Williams,2017,26,X360,Alvin and the Chipmunks: Chipwrecked
PT01,Wiley Williams,2016,39,PSV,Lord of Apocalypse
PT01,Anton Brown,2017,40,PS3,Ultimate Marvel vs. Capcom 3
PT01,Morris Taylor,2017,25,PC,Harry Potter and the Deathly Hallows - Part 2
PT01,Manuel Martinez,2018,27,3DS,Marvel Super Hero Squad: The Infinity Gauntlet
PT01,Phillip Brown,2015,29,Wii,Alvin and the Chipmunks: Chipwrecked
PT01,Augustus Jackson,2019,36,PS3,Kung Fu Panda 2
PT01,Emmett Miller,2018,41,3DS,Generator Rex: Agent of Providence
PT01,Eli Miller,2017,39,DS,Murder in Venice
PT01,Nicholas Miller,2017,19,X360,Ben 10 Galactic Racing
PT01,Wilson White,2015,40,X360,Rio
PT01,Alva Davis,2015,27,PSP,Lord of Apocalypse
PT01,Harley Jones,2020,22,X360,Winter Stars
PT01,Newton Jackson,2019,18,3DS,Cubic Ninja
PT01,Timothy Thompson,2017,34,3DS,Pinball Hall of Fame: The Williams Collection
PT01,Marvin Williams,2018,18,3DS,Thor: God of Thunder
PT01,Ross Johnson,2019,35,DS,Major League Baseball 2K11
PT01,Curtis Jones,2020,18,PS3,NASCAR Unleashed
PT01,Edmund Jackson,2016,39,Wii,BIT.TRIP COMPLETE
PT01,Jeff Davis,2015,34,PC,Skylanders: Spyro's Adventure
PT01,Elias Miller,2016,24,X360,Man vs. Wild
PT01,Harrison Davis,2020,40,DS,Digimon Story: Super Xros Wars Blue/Red
PT01,Stanley Davis,2019,43,X360,Who Wants to Be A Millionaire?
PT01,Columbus Anderson,2016,37,3DS,Cartoon Network: Punch Time Explosion
PT01,Lon Garcia,2016,20,DS,Mystery Stories: Curse of the Ancient Spirits
PT01,Ora Wilson,2019,44,X360,MindJack
PT01,Ollie Rodriguez,2018,27,PSP,Kenka Bancho Bros: Tokyo Battle Royale
PT01,Russell Garcia,2017,40,Wii,Fatal Frame 2: Wii Edition
PT01,Pearl Jackson,2019,33,PS3,Kidou Senshi Gundam UC
PT01,Solomon Williams,2018,34,3DS,Samurai Warriors Chronicles 2nd
PT01,Arch Rodriguez,2020,29,Wii,Inazuma Eleven GO Strikers 2013
PT01,Asa Miller,2017,31,DS,All Kamen Rider: Rider Generation 2
PT01,Clayton Williams,2016,23,PC,[Prototype 2]
PT01,Enoch Brown,2016,38,X360,NASCAR The Game: Inside Line
PT01,Irving Lee,2018,27,PS3,Blades of Time
PT01,Mathew Garcia,2018,29,PS3,Aquapazza: Aquaplus Dream Match
PT01,Nathaniel Martinez,2019,38,Wii,Pro Evolution Soccer 2013
PT01,Scott Martinez,2018,36,PSV,Tales of Innocence R
PT01,Hubert Jones,2020,45,X360,NeverDead
PT01,Lemuel Davis,2015,22,PSV,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta
PT01,Andy Jones,2016,36,PSP,Sol Trigger
PT01,Ellis Moore,2016,35,Wii,The Smurfs 2
PT01,Emanuel Taylor,2018,41,PS3,Macross 30: Ginga o Tsunagu Utagoe
PT01,Joshua Moore,2016,43,3DS,Little Battlers eXperience W
PT01,Millard Miller,2020,34,PSP,Digimon Adventure
PT01,Vernon Taylor,2020,33,3DS,Scribblenauts Unmasked: A DC Comics Adventure
PT01,Wade Martinez,2018,42,X360,Zoo Tycoon (2013)
PT01,Cyrus Davis,2020,38,PSV,Jikkyou Powerful Pro Yakyuu 2013
PT01,Miles Davis,2015,44,PSV,Dead or Alive 5
PT01,Rudolph Miller,2015,18,PS3,Kamen Rider: Battride War II
PT01,Sherman Davis,2018,43,PS3,The Wolf Among Us
PT01,Austin Brown,2016,43,3DS,Etrian Odyssey II: Heroes of Lagaard
PT01,Bill Thomas,2015,32,X360,Castlevania: Lords of Shadow 2
PT01,Chas Wilson,2017,35,PS3,Risen 3: Titan Lords
PT01,Lonnie Wilson,2016,23,PS3,Yaiba: Ninja Gaiden Z
PT01,Monroe Rodriguez,2017,32,X360,GRID Autosport
PT01,Byron Davis,2018,29,PS3,Digimon All-Star Rumble
PT01,Edd Lee,2017,39,PS3,NASCAR '14
PT01,Emery Jones,2015,43,PC,F1 2014
PT01,Grant Anderson,2019,36,PSV,Fate/hollow ataraxia
PT01,Jerome Taylor,2017,35,3DS,Disney Planes Fire & Rescue
PT01,Max Martin,2018,21,PS4,Natural Doctrine
PT01,Mose Martin,2017,42,3DS,Kuroko's Basketball: Miracle Game
PT01,Steve Moore,2019,29,PS3,Adventure Time: Finn & Jake Investigations
PT01,Gordon White,2015,31,PSV,Taiko no Tatsujin: V Version
PT01,Abe Anderson,2020,44,XOne,Zombie Army Trilogy
PT01,Pete Brown,2017,37,PS4,God Eater 2: Rage Burst
PT01,Chris Garcia,2017,39,XOne,Pro Evolution Soccer 2016
PT01,Clark Wilson,2017,37,PS4,Wasteland 2
PT01,Gustave White,2019,20,XOne,NBA Live 16
PT01,Orville Anderson,2015,22,PS4,Atelier Sophie: The Alchemist of the Mysterious Book
PT01,Lorenzo Anderson,2016,19,PS3,Sword Art Online: Lost Song
PT01,Bruce Martinez,2016,30,PS4,Earth Defense Force 2025.1: The Shadow of New Despair
PT01,Marcus Garcia,2018,22,XOne,Ride
PT01,Preston Martin,2016,40,PS4,Ultra Street Fighter IV
PT01,Bob Jackson,2019,43,XOne,Resident Evil: Revelations 2
PT01,Dock Lee,2015,23,PC,Wasteland 2
PT01,Donald Thomas,2019,41,PC,Total War: WARHAMMER
PT01,Jackson Thompson,2018,30,PC,Rise of the Tomb Raider
PT01,Cecil Thompson,2016,37,PS3,Persona 5
PT01,Barney Martin,2016,18,XOne,ReCore
PT01,Delbert Davis,2015,45,SNES,Lethal Enforcers
PT01,Edmond Taylor,2019,39,SAT,Clockwork Knight
PT01,Anderson Wilson,2015,29,SNES,Terranigma
PT01,Christian Garcia,2018,27,PS,X-COM: UFO Defense
PT01,Glenn Martin,2016,43,SAT,Virtua Fighter CG Portrait Series Vol.3: Akira Yuki
PT01,Jefferson Thomas,2015,22,PS,Shockwave Assault
PT01,Luke Lee,2019,23,PS,Rapid Reload
PT01,Neal Taylor,2016,31,SNES,Castlevania Dracula X
PT01,Burt Lee,2020,43,SAT,Dragon Ball Z: Shin Butouden
PT01,Ike White,2020,25,PS,Detana TwinBee Yahho! Deluxe Pack
PT01,Myron Martin,2015,41,PS,Cyberia
PT01,Tony Anderson,2019,23,PS,Bogey: Dead 6
PT01,Conrad Rodriguez,2015,44,PS,Return Fire
PT01,Joel Garcia,2020,18,N64,Saikyou Habu Shogi
PT01,Matt Williams,2015,28,PS,Tunnel B1
PT01,Riley Martinez,2017,31,PS,Sotsugyou Crossworld
PT01,Vincent Garcia,2015,45,N64,Mahjong Master
PT01,Emory Taylor,2015,27,PS,Rosco McQueen: Firefighter Extreme
PT01,Isaiah Wilson,2020,29,PS,Running Wild
PT01,Nick Martinez,2017,31,PS,Porsche Challenge
PT01,Ezra Wilson,2018,42,PS,Codename Tenka
PT01,Green Moore,2020,19,PS,Wing Commander IV: The Price of Freedom
PT01,Juan Moore,2019,44,PS,Neo Atlas
PT01,Clifton Jones,2018,31,SAT,Langrisser V: The End of Legend
PT01,Lucius Rodriguez,2016,29,PS,Populous: The Beginning
PT01,Porter Martinez,2015,21,SAT,World Cup '98 France: Road to Win
PT01,Arnold Moore,2018,34,SAT,Pro Yakyuu Greatest Nine 98
PT01,Bud Rodriguez,2018,38,PS,Brigandine: The Legend of Forsena
PT01,Jeremiah Martin,2019,23,SAT,Sound Novel Machi
PT01,Taylor Rodriguez,2018,39,PS,Hello Kitty's Cube Frenzy
PT01,Forrest Taylor,2018,32,N64,V-Rally Edition 99
PT01,Roland Lee,2019,26,N64,Golden Nugget 64
PT01,Spencer Lee,2015,42,N64,Robotron 64
PT01,Burton Thompson,2017,44,PS,Invasion From Beyond
PT01,Don Thomas,2017,42,PS,Theme Hospital
PT01,Emmet Thomas,2017,37,SAT,Derby Stallion
PT01,Gustav Martin,2020,36,DC,Sega Bass Fishing
PT01,Louie White,2019,39,PS,Disney's Aladdin in Nasira's Revenge
PT01,Morgan Martinez,2016,32,PS2,ESPN NBA 2Night
PT01,Ned Wilson,2020,30,PS,Dragon Tales: Dragon Seek
PT01,Van Anderson,2020,24,PS2,FIFA 2001: Major League Soccer
PT01,Ambrose Wilson,2017,39,DC,Skies of Arcadia
PT01,Chauncey Rodriguez,2019,38,PS2,Seven: Molmorth no Kiheitai
PT01,Elisha Moore,2016,31,N64,Batman Beyond: Return of the Joker
PT01,Ferdinand Anderson,2017,43,PS2,Blood: The Last Vampire (Joukan)
PT01,General Wilson,2018,28,PS2,Sidewinder Max
PT01,Julian White,2016,32,PS,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban
PT01,Kenneth Thomas,2016,19,PS,Rollcage Stage II
PT01,Mitchell White,2018,26,PS,Walt Disney's The Jungle Book: Rhythm N'Groove
PT01,Allie Thompson,2017,20,PS,Chess
PT01,Josh Thompson,2016,34,PS2,Forever Kingdom
PT01,Judson Anderson,2020,31,PS,World Stadium 5
PT01,Lyman White,2017,30,PS,Shin Megami Tensei
PT01,Napoleon Thompson,2019,30,PS,Metal Slug X
PT01,Pedro Jackson,2015,29,PS2,Lilie no Atelier: Salburg no Renkinjutsushi 3
PT01,Berry Moore,2016,42,PS2,Project Eden
PT01,Dewitt Thompson,2016,30,PS2,Dark Angel: Vampire Apocalypse
PT01,Ervin Jackson,2018,31,PS,The Weakest Link
PT01,Forest Davis,2015,25,PS2,Wizardry: Tale of the Forsaken Land
PT01,Lynn Wilson,2018,41,GBA,ChuChu Rocket!
PT01,Pink Taylor,2020,26,PS2,MetropolisMania
PT01,Ruben Jackson,2019,20,PS2,Shox
PT01,Sanford Taylor,2020,41,XB,Whacked!
PT01,Ward Rodriguez,2016,19,GC,Rocky
PT01,Douglas Lee,2019,25,XB,NFL Blitz 20-02
PT01,Ole Anderson,2020,28,GBA,Altered Beast: Guardian of the Realms
PT01,Omer Lee,2020,34,XB,MotoGP
PT01,Ulysses Taylor,2016,18,GC,Freekstyle
PT01,Walker Anderson,2016,18,GBA,The Revenge of Shinobi
PT01,Wilbert White,2020,34,GBA,Cabela's Big Game Hunter
PT01,Adelbert Jackson,2017,28,GBA,Bomberman Max 2: Blue Advance
PT01,Benjiman Thompson,2020,38,XB,New Legends
PT01,Ivan Jackson,2015,39,PS2,Island Xtreme Stunts
PT01,Jonas Moore,2017,37,GC,MX SuperFly featuring Ricky Carmichael
PT01,Major Thomas,2020,32,GC,NASCAR: Dirt to Daytona
PT01,Abner Jackson,2018,42,PS2,Road Trip
PT01,Archibald Thomas,2015,44,GBA,Top Gun: Firestorm Advance
PT01,Caleb Martin,2020,28,PS2,Jikkyou Powerful Pro Yakyuu 9 Ketteiban
PT01,Clint Martin,2018,23,GC,Mystic Heroes
PT01,Dudley Moore,2016,30,XB,Defender
PT01,Granville Anderson,2018,30,PS,Captain Tsubasa: Aratanaru Densetsu Joshou
PT01,King Thomas,2017,21,XB,Transworld Snowboarding
PT01,Mary Jackson,2019,37,GC,NFL Blitz 20-02
PT01,Merton Thompson,2017,21,XB,Crimson Sea
PT01,Antonio Taylor,2018,36,PC,Age of Mythology
PT01,Bennie White,2020,43,GC,Jimmy Neutron: Boy Genius
PT01,Carroll Thompson,2015,25,PS2,Savage Skies
PT01,Freeman Thomas,2015,44,PS2,Million God
PT01,Josiah Thompson,2018,34,PS2,Winning Post 6
PT01,Milo Jackson,2017,40,PS2,Speed Kings
PT01,Royal Wilson,2020,39,XB,MLB SlugFest 20-04
PT01,Dick White,2016,43,PS2,Ribbit King
PT01,Earle Martin,2017,36,PS2,Bloody Roar 4
PT01,Elza Garcia,2020,39,GC,I-Ninja
PT01,Emerson Taylor,2016,20,PS2,Wild ARMs: Alter Code F
PT01,Fletcher Lee,2018,35,PS2,Agassi Tennis Generation
PT01,Judge Rodriguez,2020,26,XB,Disney's The Haunted Mansion
PT01,Laurence Moore,2015,31,PS2,Ghosthunter
PT01,Neil Thomas,2016,30,GBA,Astro Boy: Omega Factor
PT01,Roger Lee,2015,29,PS2,Freestyle Metal X
PT01,Seth Martinez,2017,44,GC,Ikaruga
PT01,Glen Lee,2015,24,XB,R: Racing Evolution
PT01,Hugo Thompson,2020,42,GBA,Bionicle
PT01,Jimmie Jackson,2016,41,GBA,Top Gear Rally
PT01,Johnnie Garcia,2016,29,GC,XIII
PT01,Washington Moore,2017,18,XB,Crash 'N' Burn
PT01,Elwood White,2016,24,PS2,Shining Tears
PT01,Gust Jackson,2017,24,PS2,Scaler
PT01,Harmon Lee,2018,33,PS2,Gradius V
PT01,Jordan White,2017,40,PS2,Digimon Rumble Arena 2
PT01,Simeon Rodriguez,2017,23,GC,Alien Hominid
PT01,Wayne Martinez,2020,28,DS,Puyo Pop Fever (JP sales)
PT01,Wilber Lee,2018,24,XB,Trivial Pursuit unhinged
PT01,Clem Martinez,2015,41,XB,Yourself Fitness
PT01,Evan Garcia,2017,29,XB,World Soccer Winning Eleven 8 International
PT01,Frederic Martin,2019,36,XB,Test Drive: Eve of Destruction
PT01,Irwin Rodriguez,2017,31,XB,Ford Racing 3
PT01,Junius Martinez,2017,27,XB,MLB SlugFest Loaded
PT01,Lafayette Garcia,2018,30,XB,Karaoke Revolution
PT01,Loren Jackson,2015,44,XB,Forgotten Realms: Demon Stone
PT01,Madison Garcia,2018,34,PC,Counter-Strike: Source
PT01,Mason Martinez,2020,35,GBA,Famicom Mini: Makaimura
PT01,Orval Garcia,2019,20,PS2,Astro Boy
PT01,Abram Rodriguez,2018,20,XB,Playboy: The Mansion
PT01,Aubrey Rodriguez,2015,27,GC,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure
PT01,Elliott Martinez,2017,33,GC,Pac-Man World 3
PT01,Hans Garcia,2018,35,XB,Robots
PT01,Karl Martinez,2019,39,GBA,Barbie and the Magic of Pegasus
PT01,Minor Rodriguez,2020,41,DS,SD Gundam G Generation DS
PT01,Wash Smith,2020,41,PSP,Bleach: Heat the Soul
PT01,Wilfred Rodriguez,2018,38,PS2,Psychonauts
PT01,Allan Garcia,2018,29,PSP,The Legend of Heroes: A Tear of Vermillion
PT01,Alphonse Johnson,2015,45,XB,Ford Mustang: The Legend Lives
PT01,Dallas Martinez,2018,21,DS,Scooby-Doo! Unmasked
PT01,Dee Thomas,2020,24,XB,World Championship Poker 2: Featuring Howard Lederer
PT01,Isiah Williams,2018,43,DS,Snood 2: On Vacation
PT01,Jason Martin,2016,36,XB,Ninja Gaiden Black
PT01,Johnny Rodriguez,2018,24,DS,Tak: The Great Juju Challenge
PT01,Lawson Brown,2015,20,PC,Black & White 2
PT01,Lew Jones,2018,32,PSP,GripShift
PT01,Micheal Miller,2015,39,XB,Shrek SuperSlam
PT01,Orin Davis,2017,43,PS2,Total Overdose: A Gunslinger's Tale in Mexico
PT01,Addison Thomas,2016,45,PS2,Romance of the Three Kingdoms X
PT01,Cal Wilson,2019,43,DS,Sega Casino
PT01,Erastus Anderson,2015,43,DS,Fullmetal Alchemist: Dual Sympathy
PT01,Francisco Lee,2016,36,PS2,Rugby 2005
PT01,Hardy Thompson,2017,32,GBA,2-in-1 Game Pack: Spider-Man & Spider-Man 2
PT01,Lucien Moore,2017,28,PSP,Super Robot Taisen MX Portable
PT01,Randolph White,2019,24,XB,Sniper Elite
PT01,Stewart Taylor,2018,36,XB,The Suffering: Ties That Bind
PT01,Vern Jackson,2019,24,PSP,Harvest Moon: Boy & Girl
PT01,Wilmer Smith,2019,21,PC,RollerCoaster Tycoon 3: Platinum
PT01,Zack Smith,2015,39,GC,Digimon World 4
PT01,Adrian Smith,2015,39,GC,Ty the Tasmanian Tiger 3: Night of the Quinkan
PT01,Alvah Smith,2016,42,GC,Bleach GC: Tasogare Ni Mamieru Shinigami
PT01,Bertram Johnson,2015,23,PS2,Fire Pro Wrestling Returns
PT01,Clay Johnson,2019,19,XB,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge
PT01,Ephraim Smith,2015,38,XB,Royal Palace of White Sword and The City of Gentiles
PT01,Fritz Williams,2018,23,XB,The Incredibles: Rise of the Underminer
PT01,Giles Johnson,2018,34,PS2,Killer7
PT01,Grover Smith,2019,39,PS2,Barnyard
PT01,Harris Brown,2019,27,PC,Medieval II: Total War
PT01,Isom Smith,2016,40,PSP,Blitz: Overtime
PT01,Jesus Johnson,2015,27,DS,Scooby-Doo! Who's Watching Who?
PT01,Johnie Brown,2018,31,PS2,Let's Ride! Silver Buckle Stables
PT01,Jonathan Garcia,2017,31,X360,Import Tuner Challenge (American sales)
PT01,Lucian Williams,2016,42,DS,Crash Boom Bang!
PT01,Malcolm Jones,2018,45,PSP,Def Jam Fight For NY: The Takeover
PT01,Merritt Jones,2016,39,PSP,Riviera: The Promised Land
PT01,Otho Rodriguez,2017,19,DS,Justice League Heroes
PT01,Perley Brown,2015,23,PSP,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2
PT01,Rolla Miller,2016,40,DS,Naruto RPG 3: Rejiuu vs Konoha Shoutai
PT01,Sandy Jones,2017,38,GC,Battle Stadium D.O.N
PT01,Tomas Williams,2017,41,PS2,Nobunaga's Ambition: Iron Triangle
PT01,Wilford Johnson,2016,20,PSP,Viewtiful Joe: Red Hot Rumble
PT01,Adolphus Davis,2017,20,Wii,The Ant Bully
PT01,Angus Johnson,2020,45,PSP,Shrek Smash n' Crash Racing
PT01,Arther Martinez,2016,41,PC,Star Wars: Empire at War
PT01,Carlos Smith,2018,41,DS,Bomberman Land Touch!
PT01,Cary Brown,2016,29,X360,Spectral Force 3
PT01,Cassius Miller,2015,28,DS,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America
PT01,Davis Miller,2017,30,PSP,50 Cent: Bulletproof
PT01,Hamilton Williams,2020,42,GBA,LEGO Star Wars II: The Original Trilogy
PT01,Harve Smith,2020,19,DS,Charlotte's Web
PT01,Israel Williams,2019,42,GBA,Monster House
PT01,Leander Jones,2015,27,PS2,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army
PT01,Melville Davis,2015,30,DS,Unou no Tatsujin: Soukai! Machigai Museum 2
PT01,Merle Brown,2020,22,PS2,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)
