Cod_Archivo,Nombres,Anio,Edad,Plataforma,Juego
PT03,Ingeborg Garcia,2015,36,Wii,Soul Eater: Monotone Princess
PT03,Jeane Rodriguez,2016,18,DS,Chou!! Super Nep League DS
PT03,Laurine Rodriguez,2018,34,PC,Wall-E
PT03,Lorean Martinez,2015,34,PC,Farm Frenzy
PT03,Marge Garcia,2017,31,PC,A Vampyre Story
PT03,Margueritta Martinez,2018,28,DS,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu
PT03,Mozell Rodriguez,2020,33,PS2,Thunder Force VI
PT03,Norene Smith,2017,22,PSP,Hiiro no Kakera Portable
PT03,Oneta Rodriguez,2016,44,PS2,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita"
PT03,Lolita Garcia,2017,21,PS2,Night Wizard the Video Game: Denial of the World
PT03,Elouise Johnson,2018,43,PSP,Sengoku Efuda Yuugi: Hototogisu Ran
PT03,Cathleen Martinez,2020,22,PSP,Moe Moe 2-ji Taisen (Ryoku) * Deluxe
PT03,Bette Thomas,2016,44,DS,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival
PT03,Earnestine Williams,2016,31,DS,Oyaku de Asoberu DS Ehon: Ukkari Penelope
PT03,Florene Martin,2020,41,DS,Simple DS Series Vol. 42: The Haioku Byoutou
PT03,Laverna Rodriguez,2015,36,PC,Imperium Romanum
PT03,Rafaela Brown,2018,27,DS,Yume Neko DS
PT03,Thyra Jones,2017,23,PS2,SBK Superbike World Championship
PT03,Loyce Miller,2016,36,DS,Monster Mayhem: Build and Battle
PT03,Cleda Davis,2015,30,PSP,MAPLUS: Portable Navi 3
PT03,Pearline Thomas,2016,37,PC,Ghost Pirates of Vooju Island
PT03,Ceola Wilson,2016,41,X360,DoDonPachi Dai-Oujou: Black Label Extra
PT03,Lavera Anderson,2019,39,DS,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!
PT03,Marcelle Lee,2017,21,PC,Tropico Reloaded
PT03,Romaine Thompson,2015,31,PC,Demigod
PT03,Rosalyn Moore,2015,34,X360,11eyes: CrossOver
PT03,Augustina White,2016,32,DS,Supermodel Makeover by Lauren Luke
PT03,Bonita Taylor,2015,25,Wii,Ferrari Challenge Trofeo Pirelli Deluxe
PT03,Dominga Jackson,2018,35,DS,Inkheart
PT03,Girtha Smith,2019,23,PC,Ceville
PT03,Isobel Smith,2020,40,Wii,Suzumiya Haruhi no Heiretsu
PT03,Anona Smith,2019,38,PC,Tom Clancy's EndWar
PT03,Syble Smith,2016,23,PSP,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban
PT03,Edris Johnson,2020,29,X360,Indianapolis 500 Evolution
PT03,Santa Johnson,2019,36,DS,Ookami to Koushinryou: Omiowataru Kaze
PT03,Theola Smith,2017,29,PC,Grey's Anatomy: The Video Game
PT03,Veola Williams,2015,21,PSP,Brandish: The Dark Revenant
PT03,Ceil Johnson,2016,45,PC,SAW
PT03,Madlyn Smith,2019,18,PC,Ice Age: Dawn of the Dinosaurs
PT03,Vernia Brown,2016,34,PS3,428: Fuusa Sareta Shibuya de
PT03,Ellamae Smith,2016,39,Wii,Fritz Chess
PT03,Irine Johnson,2020,26,PC,18 Wheels of Steel: Extreme Trucker
PT03,Linnea Brown,2017,31,DS,Doki Majo Plus
PT03,Madalyn Garcia,2020,23,PSP,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike"
PT03,Roslyn Williams,2017,36,DS,Fritz Chess
PT03,Edrie Jones,2016,33,PC,Fuel
PT03,Vincenza Jones,2017,21,PS2,Galaxy Angel II: Eigou Kaiki no Koku
PT03,Yolanda Rodriguez,2020,41,Wii,Geon Cube
PT03,Edra Brown,2019,20,DS,Discovery Kids: Snake Safari
PT03,Orma Miller,2018,21,PC,Order of War
PT03,Ilda Jones,2019,20,Wii,Jelly Belly: Ballistic Beans
PT03,Ardath Williams,2015,19,PSP,Higurashi Daybreak Portable Mega Edition
PT03,Renee Johnson,2015,22,DS,Crime Scene
PT03,Astrid Davis,2017,20,PSP,Military History: Commander - Europe at War
PT03,Beadie Johnson,2018,38,PC,Stormrise
PT03,Doretha Martinez,2015,28,PC,War Leaders: Clash of Nations
PT03,Neola Smith,2019,41,DS,Hot 'n' Cold
PT03,Vela Brown,2019,38,Wii,Casper's Scare School: Spooky Sports Day
PT03,Wava Miller,2017,23,DS,Cross Treasures
PT03,Evelyne Miller,2020,44,DS,Puzzle City
PT03,Dimple Williams,2017,35,PSP,Warship Gunner 2 Portable
PT03,Annamae Smith,2019,21,PC,Mini Ninjas
PT03,Elease Williams,2017,25,DS,Garfield Gets Real
PT03,Williemae Jones,2015,25,PC,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)"
PT03,Rosaline Davis,2017,21,Wii,Army Rescue
PT03,Charline Brown,2019,40,PSP,Higurashi no Naku Koro ni: Jan
PT03,Charlene Miller,2016,38,PS2,Triggerheart Excelica Enhanced
PT03,Joanne Williams,2020,22,PSP,Battle Spirits: Kiseki no Hasha
PT03,Theta Smith,2015,31,DS,Reversal Challenge
PT03,Deloris Jones,2019,41,Wii,Mary King's Riding School 2
PT03,Maureen Johnson,2020,32,PC,WorldShift
PT03,Rosabelle Miller,2017,34,DS,Casper's Scare School: Spooky Sports Day
PT03,Gilda Smith,2015,24,DS,My Hero: Doctor
PT03,Herminia Smith,2018,33,DS,Aqua Panic!
PT03,Afton Smith,2016,42,PSP,Elminage II: Sousei no Megami to Unmei no Daichi
PT03,Margurite Wilson,2018,25,Wii,PDC World Championship Darts 2009
PT03,Clydie Davis,2015,42,PS3,SBK09 Superbike World Championship
PT03,Izola Brown,2018,23,PSP,Antiphona no Seikahime: Tenshi no Gakufu Op.A
PT03,Rosemarie Jones,2016,41,PSP,Planetarian: Chiisana Hoshi no Yume
PT03,Arnetta Smith,2019,40,DS,Sarah: Keeper of the Unicorn
PT03,Gladyce Moore,2017,20,DS,Super Speed Machines
PT03,Floretta Taylor,2015,32,DS,DJ Star
PT03,Merna Miller,2018,27,DS,My Ballet Studio
PT03,Nedra Davis,2015,24,DS,Postman Pat: Special Delivery Service
PT03,Clementina Johnson,2015,21,DS,Hurry Up Hedgehog!
PT03,Launa Davis,2018,18,DS,Hands On! Tangrams
PT03,Sonia Jones,2019,22,PC,Still Life 2
PT03,Aili Johnson,2019,31,PSP,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+
PT03,Gladis Anderson,2019,34,DS,Football Academy
PT03,Alease Taylor,2017,20,DS,Kimi ni Todoke: Sodateru Omoi
PT03,Madonna Smith,2016,23,PS2,Tsuyo Kiss 2 Gakki: Swift Love
PT03,Azalee Moore,2020,27,PC,The Dark Hills of Cherai
PT03,Colleen Martin,2015,30,PC,Joint Operations: Combined Arms
PT03,Darlene Wilson,2015,19,PC,Drakensang: The Dark Eye
PT03,Macel Thomas,2019,45,PC,Elven Legacy
PT03,Cleola Smith,2020,30,PC,Majesty 2: The Fantasy Kingdom Sim
PT03,Loree White,2018,33,PS2,Sengoku Hime: Senran ni Mau Otometachi
PT03,Stephania Miller,2016,43,Wii,Truck Racer
PT03,Joann Anderson,2018,20,DS,Powerbike
PT03,Antonetta Wilson,2020,32,PSP,Enkaku Sousa: Sana e no 23 Hiai
PT03,Arietta Williams,2015,41,DS,Poupee Girl DS
PT03,Vivienne Johnson,2017,21,PS2,Memories Off 6: Next Relation
PT03,Elinore Anderson,2017,32,PSP,Otometeki Koi Kakumei * Love Revo! Portable
PT03,Benita Brown,2018,20,PS2,Clover no Kuni no Alice: Wonderful Wonder World
PT03,Glenda Martin,2019,41,Wii,Let's Play Garden
PT03,Earlene Thompson,2015,23,X360,No More Heroes: Heroes' Paradise
PT03,Arleen Smith,2018,26,PS3,Ken to Mahou to Gakuen Mono. 2G
PT03,Blanchie Thomas,2015,34,PC,LEGO Harry Potter: Years 1-4
PT03,Vilma Anderson,2015,33,DS,Strike Witches 2: Iyasu Naosu Punipunisuru
PT03,Erline Johnson,2016,28,DS,Lilpri DS: Hime-Chen! Apple Pink
PT03,Felice Smith,2020,23,PC,Star Trek Online
PT03,Georgette Davis,2017,22,PSP,Carnage Heart EXA
PT03,Yvette Jackson,2016,23,PC,Fishdom 2 Deluxe
PT03,Assunta Taylor,2019,24,PSP,Clannad: Mitsumi Mamoru Sakamichi de - Joukan
PT03,Helyn Brown,2019,36,PC,Cities XL 2011
PT03,Lavonne Garcia,2018,19,X360,PDC World Championship Darts: Pro Tour
PT03,Audry Lee,2020,35,PSP,Vitamin Z Revolution
PT03,Dorathy Thompson,2019,26,DS,Pe-Jongju to Manabu Kankokugo DS: Test-Hen
PT03,Stasia Johnson,2015,34,Wii,Titanic Mystery
PT03,Vita Wilson,2016,30,PSP,Kingdom: Ikkitousen no Ken
PT03,Jayne Johnson,2015,32,Wii,Crazy Machines
PT03,Maebell Anderson,2020,27,PSP,Chaos;Head Noah
PT03,Mafalda Moore,2016,30,PS2,Princess Saver! Eternal Love for My Lady
PT03,Olympia Wilson,2019,33,PSP,Twinkle * Crusaders GoGo!
PT03,Masako Brown,2015,30,PC,Serious Sam HD: Gold Edition
PT03,Stacia Jones,2018,26,PSP,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin
PT03,Domenica Johnson,2019,20,DS,Dream Chronicles
PT03,Ingrid Lee,2016,27,PS3,PachiPara 15: Super Umi Monogatari in Okinawa 2
PT03,Wynona Johnson,2020,44,DS,Let's Play Flight Attendant
PT03,Bernita Lee,2015,39,PS3,Darksiders
PT03,Carole Garcia,2016,19,PC,Tale of a Hero
PT03,Elenore Martin,2020,38,PSP,Otome wa Oanesama Boku ni Koi Shiteru Portable
PT03,Waneta Jones,2018,35,PS3,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku
PT03,Esperanza Martinez,2016,37,Wii,Triple Crown Championship Snowboarding
PT03,Madelene Thomas,2015,32,DS,Mind over Matter
PT03,Roselyn Martin,2017,22,DS,Dragon's Lair
PT03,Kathlyn Miller,2017,23,Wii,Thomas & Friends: Hero of the Rails
PT03,Ardith White,2020,39,PSP,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!"
PT03,Venita Thomas,2016,23,X360,Ore no Yome: Anata Dake no Hanayome
PT03,Santina Johnson,2015,21,PSP,Tsuyo Kiss 2 Portable
PT03,Maryjane Smith,2017,42,DS,T.A.C. Heroes : Big Red One
PT03,Orene Thompson,2020,44,PSP,Nisenochigiri
PT03,Noreen Rodriguez,2020,23,DS,Livly Garden
PT03,Antionette White,2019,32,DS,Jinguuji Saburou DS: Akai Chou
PT03,Margot Wilson,2018,45,Wii,Princess Isabella: A Witch's Curse
PT03,Dawn Lee,2018,30,DS,Kawaii Koinu DS 3
PT03,Lahoma Jones,2019,31,DS,Chevrolet Camaro: Wild Ride
PT03,Alexandra Taylor,2015,45,PSP,Uta no * Prince-Sama
PT03,Maryellen Moore,2017,20,PS2,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days
PT03,Ruthe Brown,2016,23,Wii,Maximum Racing: Crash Car Racer
PT03,Cleone Williams,2019,20,PSP,Pastel Chime Continue
PT03,Kathaleen Taylor,2016,18,PC,Mount & Blade: Warband
PT03,Aldona Martin,2017,37,Wii,Horrid Henry: Missions of Mischief
PT03,Janis Martinez,2018,45,PS2,Hana to Otome ni Shukufuku o: Harekaze no Okurimono
PT03,Christeen Moore,2016,20,PSP,Kazoku Keikaku
PT03,Dorine Rodriguez,2018,23,PSP,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome
PT03,Caryl Williams,2020,31,DS,Seitokai no Ichizon: DS-suru Seitokai
PT03,Francine Williams,2017,23,Wii,Winter Blast: 9 Snow & Ice Games
PT03,Rosaria Moore,2016,35,Wii,Wild West Shootout
PT03,Erlene Miller,2018,29,PSP,Miyako
PT03,Georgetta Martin,2015,29,PSP,Motto NUGA-CEL!
PT03,Olene Johnson,2016,25,PSP,11eyes: CrossOver
PT03,Sheila White,2016,43,PC,Blood Bowl: Legendary Edition
PT03,Georgene Jackson,2019,22,PSP,Tantei Opera: Milky Holmes
PT03,Yoshiko Davis,2018,44,PSP,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses
PT03,Delora White,2015,44,DS,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen
PT03,Lavelle Williams,2015,39,PS2,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi
PT03,Idamae Jones,2015,36,DS,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen
PT03,Michelina Thomas,2016,40,X360,Ketsui: Kizuna Jigoku Tachi Extra
PT03,Catalina Thomas,2017,22,DS,Emergency 2012
PT03,Liberty Brown,2017,36,PC,James Bond 007: Blood Stone
PT03,Victory Thompson,2018,36,PSP,Koisuru Otome to Shugo no Tate Portable
PT03,Beverley Miller,2018,18,DS,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu
PT03,Laurene Jackson,2019,19,DS,Dancing on Ice
PT03,Marilynn Thompson,2019,43,Wii,Rock Blast
PT03,Jeraldine Johnson,2018,35,Wii,Canada Hunt
PT03,Marylou Wilson,2015,34,PC,Bejeweled Blitz
PT03,Jacquelyn Taylor,2020,30,PSP,Tegami Bachi: Kokoro Tsumugu Mono e
PT03,Oneida Lee,2020,32,Wii,Pirates PlundArrr
PT03,Concha Williams,2020,31,DS,Mechanic Master 2
PT03,Marina White,2018,39,PSP,GA - Geijutsuka Art Design Class: Slapstick Wonder Land
PT03,Doreen Garcia,2019,45,DS,Ginga Tetsudou 999 DS
PT03,Haruko Jones,2020,36,Wii,Marvel Superheroes 3D: Grandmaster's Challenge
PT03,Felipa Williams,2018,29,PS2,Suzunone Seven: Rebirth Knot
PT03,Socorro Brown,2016,32,PSP,Vitamin X Evolution Plus
PT03,Elois Thompson,2017,43,PC,Disciples III: Renaissance
PT03,Toshiko Miller,2015,45,X360,Memories Off: Yubikiri no Kioku
PT03,Carlene Anderson,2016,27,PC,Elven Legacy Collection
PT03,Fumiko Brown,2017,20,PSP,Cross + Channel
PT03,Soledad Davis,2020,21,DS,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!
PT03,Gearldine Brown,2019,29,DS,Puzzle Chronicles
PT03,Shirlee Anderson,2015,43,X360,Strike Witches: Shirogane no Tsubasa
PT03,Merry Miller,2018,44,DS,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers
PT03,Clarine Thomas,2015,21,PS2,Moujuutsukai to Oujisama
PT03,Lorayne Moore,2019,45,PSP,Yoake Yori Ruriiro na Portable
PT03,Marlene Jones,2017,32,PC,Dark Void
PT03,Kiyoko Martin,2018,33,PC,Achtung Panzer: Kharkov 1943
PT03,Elwanda Williams,2016,33,PC,Command & Conquer 4: Tiberian Twilight
PT03,Elayne Williams,2015,42,X360,Winter Sports 3: The Great Tournament
PT03,Darline Brown,2017,28,Wii,I Love Horses: Rider's Paradise
PT03,Arlyne Taylor,2017,35,PSP,Battle Spirits: Hero's Soul
PT03,Marlys Martinez,2017,41,PS2,Pachi-Slot Higrashi no Naku Koro ni Matsuri
PT03,Mardell Brown,2018,29,DS,Otona no Renai Shousetsu: Harlequin Selection
PT03,Willene Jackson,2016,26,X360,W.L.O. Sekai Renai Kikousen
PT03,Inell Miller,2018,34,DS,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style
PT03,Venice Miller,2020,23,PS3,Shin Sangoku Musou Online: Souten Ranbu
PT03,Ofelia Miller,2017,33,PSP,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable
PT03,Peggie White,2015,26,Wii,GTI Club: Supermini Festa!
PT03,Beatriz Davis,2018,43,PSP,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable
PT03,Rochelle Jones,2019,21,DS,Magic Encyclopedia: Moonlight
PT03,Leatrice Jackson,2019,35,DS,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi
PT03,Billye Thompson,2018,45,PSP,Narcissus: Moshimo Ashita ga Runara
PT03,Darleen Williams,2020,30,X360,"Sharin no Kuni, Himawari no Shoujo"
PT03,Hortencia Johnson,2017,44,PSP,So-Ra-No-Wo-To: Otome no Gojuusou
PT03,Ethelene Jones,2015,39,PS2,Scared Rider Xechs
PT03,Marylouise Jackson,2020,36,PSP,Misshitsu no Sacrifice
PT03,Eris Davis,2016,28,Wii,Chuck E. Cheese's Sports Games
PT03,Bettyjane Miller,2018,24,PC,Puppet Show 3: Lost Town
PT03,Penny Davis,2016,29,DS,Vampire Mansion: Linda Hyde
PT03,Dorene Davis,2019,45,PSP,Kami Naru Kimi to
PT03,Toni Anderson,2020,28,PSP,Bunmei Haruka: Aoiza Ibunroku
PT03,Lynette Garcia,2020,23,X360,Rapala for Kinect
PT03,Vonda Wilson,2016,33,X360,Serious Sam HD: Gold Edition
PT03,Amparo Rodriguez,2018,31,X360,Cross Channel: In Memory of All People
PT03,Bebe Garcia,2019,26,PSP,Are You Alice?
PT03,Phylis Jackson,2019,22,PSP,Okashi na Shima no Peter Pan: Sweet Never Land
PT03,Bettylou Williams,2017,20,X360,Castlevania: Lords of Shadow - Reverie
PT03,Wanita Rodriguez,2015,32,PS3,Dunamis 15
PT03,Marceline Miller,2018,20,PC,Escape the Emerald Star
PT03,Vernelle Williams,2015,22,DS,Treasure Chase
PT03,Ernestina Brown,2018,26,PSP,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable
PT03,Doloris Lee,2016,29,DS,Veggy World
PT03,Delois Garcia,2017,45,PC,Cities in Motion Collection
PT03,Nanette Martinez,2019,28,PS3,Love Once: Mermaid's Tears
PT03,Ardelle Martinez,2018,42,DS,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP
PT03,Natalia Jones,2018,22,PSP,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World
PT03,Estela Davis,2018,23,X360,Winter Sports 2011
PT03,Sherry Jones,2018,22,PSP,Moujuutsukai to Oujisama Portable
PT03,Twyla Moore,2015,34,PS3,Dance! It's Your Stage
PT03,Jacquelin Taylor,2017,43,DS,Jewel Master: Cradle Of Rome 2
PT03,Enriqueta Moore,2017,22,X360,PopCap Hits!
PT03,Bobbye Miller,2015,43,PC,Dungeon Defenders
PT03,Patti Taylor,2018,44,3DS,Heavy Fire: The Chosen Few 3D
PT03,Lorrayne Martinez,2016,43,PSP,Gekka Ryouran Romance
PT03,Janell Davis,2018,45,PS2,Moujuutsukai to Oujisama: Snow Bride
PT03,Ladonna Davis,2020,28,DS,Hoppie
PT03,Nada Miller,2015,19,X360,Meikyuu Cross Blood: Reloaded
PT03,Carla Davis,2017,32,PSP,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden
PT03,Evangelina Brown,2015,26,Wii,Chuck E. Cheese's Super Collection
PT03,Willodean Thomas,2018,26,DS,Hakuouki: Yuugi Roku DS
PT03,Charleen Wilson,2018,38,DS,Mystery Tales 2: The Spirit Mask
PT03,Coleen Wilson,2016,26,PC,Airport Simulator
PT03,Illa Rodriguez,2018,19,PC,Demolition Company: Gold Edition
PT03,Shirlie Davis,2020,41,PSP,Onechanbara Special
PT03,Ailene Lee,2019,43,PSP,Joker no Kuni no Alice: Wonderful Wonder World
PT03,Erlinda Jones,2020,36,PSP,Elminage Original: Majo to Megami to Kamigami no Yubiwa
PT03,Lita Anderson,2017,38,3DS,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!
PT03,Marilou Taylor,2015,41,PC,Trapped Dead
PT03,Lawanda Martin,2017,19,Wii,Germany's Next Topmodel 2011
PT03,Charmaine Martin,2015,18,PSP,StormLover Karen!!
PT03,Cherie Moore,2018,28,PC,Atlantic Quest
PT03,Sonya White,2019,24,PS3,Tom Clancy's Splinter Cell Classic Trilogy HD
PT03,Raquel Anderson,2015,34,X360,Muchi Muchi Pork & Pink Sweets
PT03,Hortensia Brown,2020,41,PC,WRC 2: FIA World Rally Championship
PT03,Valencia Garcia,2015,37,X360,uDraw Studio: Instant Artist
PT03,Jocelyn Wilson,2020,25,Wii,Earth Seeker
PT03,Kazuko White,2020,31,PSP,Suzumiya Haruhi-Chan no Mahjong
PT03,Joye Anderson,2018,29,PC,Heavy Fire: Afghanistan
PT03,Lidia Anderson,2019,30,X360,Let's Dance with Mel B
PT03,Roseann Martinez,2020,23,PSP,Princess Frontier Portable
PT03,Earlean Garcia,2016,45,PSP,Nobunaga no Yabou: Soutensoku with Power-Up Kit
PT03,Jeannine Martin,2019,39,PS3,Wizardry Twin Pack
PT03,Romona Jackson,2018,32,PS3,Machi-ing Maker 4
PT03,Jeanine Lee,2017,32,PC,Dungeons - The Dark Lord
PT03,Joline Thomas,2016,22,PSP,Clover no Kuni no Alice: Wonderful Wonder World
PT03,Felicitas Thompson,2016,31,PSP,Nano Diver
PT03,Carma Thompson,2018,20,Wii,Summer Challenge: Athletics Tournament
PT03,Marva Martin,2018,45,PSP,Memories Off: Yubikiri no Kikou
PT03,Colette Davis,2019,33,X360,Dunamis 15
PT03,Sondra Taylor,2018,36,Wii,Gummy Bears Magical Medallion
PT03,Marilee Wilson,2015,31,PC,The Haunted: Hell's Reach
PT03,Jolene Garcia,2016,23,DS,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book
PT03,Jovita Martin,2020,18,PC,Majesty 2 Collection
PT03,Dorla Thomas,2018,31,DS,Usavichi: Game no Jikan
PT03,Dianne Lee,2016,40,DS,Germany's Next Topmodel 2011
PT03,Margy Taylor,2016,39,3DS,PachiPara 3D
PT03,Velia Lee,2020,28,DS,Sora no Otoshimono Forte: Dreamy Season
PT03,Margene White,2020,29,PSP,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide
PT03,Beverlee Martin,2019,22,PS3,Nurarihyon no Mago: Hyakki Ryouran Taisen
PT03,Maryanne Anderson,2015,43,PSV,Minna to Issho
PT03,Joycelyn Rodriguez,2015,37,PC,Sengoku
PT03,Merlene Garcia,2018,40,PC,IGT Slots: Lucky Larry's Lobstermania
PT03,Oralia Williams,2018,35,PS3,The Idolmaster: Gravure For You! Vol.7
PT03,Sydell Martinez,2017,25,PSP,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai
PT03,Jill Garcia,2016,21,PC,Tropico 4: Modern Times
PT03,Ardeth Taylor,2017,41,PC,Street Fighter X Tekken
PT03,Armida Wilson,2018,23,PSP,Strike Witches: Shirogane no Tsubasa
PT03,Marylin Martinez,2020,29,DS,Natalie Brooks: Mystery at Hillcrest High
PT03,Sonja Wilson,2017,43,DS,Xia-Xia
PT03,Laquita Moore,2016,18,PC,F1 Race Stars
PT03,Julianne Moore,2019,33,PC,X3: Terran War Pack
PT03,Nannette Jones,2018,37,Wii,Brave: The Video Game
PT03,Margo Rodriguez,2015,29,PSP,Moujuutsukai to Oujisama: Snow Bride Portable
PT03,Claudette Martinez,2019,19,PSP,Genroh
PT03,Arla Moore,2020,29,PSP,Kannou Mukashi Banashi Portable
PT03,Charlsie Rodriguez,2018,40,3DS,UnchainBlades EXXiV
PT03,Marylyn Martin,2015,34,PSP,Dies Irae: Amantes Amentes
PT03,Mitzi Rodriguez,2017,20,PS3,The Idolmaster: Gravure For You! Vol.9
PT03,Patrica Taylor,2019,44,DS,Brave: The Video Game
PT03,Eartha Lee,2016,44,PS3,Shinken de Watashi ni Koi Shinasai! R
PT03,Herlinda Lee,2019,38,3DS,Detective Jinguuji Saburo: Ronde Revenge
PT03,Trudy Thompson,2019,28,X360,Robotics;Notes
PT03,Verdell Thomas,2019,20,X360,The Testament of Sherlock Holmes
PT03,Joretta Thomas,2020,25,PS3,Gal Gun
PT03,Marsha Martin,2020,29,PS3,Rinne no Lagrange: Kamogawa Days
PT03,Verlene White,2017,28,PS3,The Idolmaster: Gravure For You! Vol.8
PT03,Lynne Martinez,2019,35,PC,Oil Rush
PT03,Mariann Wilson,2019,26,PSP,UnchainBlades EXXiV
PT03,Joetta Anderson,2016,26,DS,Jewel Link: Galactic Quest
PT03,Rosanne Wilson,2015,41,PSV,Samurai & Dragons
PT03,Belia Rodriguez,2017,39,PC,Ridge Racer Unbounded
PT03,Janelle Moore,2020,37,PSP,Elminage Gothic: Ulm Zakir to Yami no Gishiki
PT03,Merilyn Anderson,2016,19,PSP,Arcana Famiglia: Vascello Phantasma no Majutsushi
PT03,Ardyce Wilson,2017,21,PSP,Kokoro Connect: Yochi Random
PT03,Rosita White,2020,18,PC,Dark Tales: Edgar Allan Poe's The Premature Burial
PT03,Celine Thomas,2019,31,PC,Mount & Blade Collection
PT03,Carleen White,2017,29,PS3,Steins;Gate: Hiyoku Renri no Darling
PT03,Carolee Thompson,2020,40,3DS,Azada
PT03,Dian Thompson,2017,20,X360,Mushihimesama
PT03,Dorthey Anderson,2015,36,PSP,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira
PT03,Kathy White,2019,21,X360,Marvel Avengers: Battle for Earth
PT03,Marita Thompson,2019,36,3DS,Poyo Poyo Kansatsu Nikki
PT03,Thomasina Jackson,2016,29,3DS,Gon: BakuBakuBakuBaku Adventure
PT03,Marta Moore,2018,18,PSP,Entaku no Seito: The Eternal Legend
PT03,Thalia Thompson,2019,19,3DS,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana
PT03,Nira Jackson,2020,44,PSP,Kimikare: New Semester
PT03,Sharlene Davis,2020,28,PSP,Seinaru Kana: Orichalcum no Na no Motoni
PT03,Rheta Wilson,2020,29,3DS,50 Classic Games
PT03,Jerrie Taylor,2019,29,PSP,Elkrone no Atelier: Dear for Otomate
PT03,Ginger Jackson,2020,35,PSP,L.G.S: Shinsetsu Houshinengi
PT03,Jacklyn Taylor,2018,25,PSP,Custom Drive
PT03,Elissa Rodriguez,2015,37,PSP,Ore wa Shoujo Mangaka
PT03,Paulette Lee,2020,28,Wii,Transformers: Prime
PT03,Monna Anderson,2015,20,WiiU,Romance of the Three Kingdoms XII
PT03,Joellen Lee,2018,33,PSP,Gaku ? Ou: The Royal Seven Stars
PT03,Lavona Taylor,2016,31,PSP,Storm Lover Kai!!
PT03,Bonny Anderson,2020,37,DS,Curse of the Amsterdam Diamond
PT03,Luanne White,2019,27,PS3,Dream C Club
PT03,Saundra Jackson,2016,26,PSP,Vitamin X: Detective B6
PT03,Luann Thompson,2019,37,PSV,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru
PT03,Pearlene Jackson,2020,36,PSP,Urakata Hakuoki
PT03,Nancie Moore,2015,43,X360,Steins;Gate: Senkei Kousoku no Phonogram
PT03,Shirlene Thomas,2017,33,PSP,HatsuKare * Renai Debut Sengen!
PT03,Marcelina Jackson,2017,38,PSP,Geten no Hana
PT03,Vicki Thomas,2016,30,PS3,Invizimals: The Lost Kingdom
PT03,Karol Martin,2019,40,PS3,Zillions of Enemy X: Zetsukai no Crusade
PT03,Louann Martin,2019,40,PS3,Turbo: Super Stunt Squad
PT03,Alison Moore,2017,41,PSP,Shiratsuyu no Kai
PT03,Marylee Anderson,2019,36,WiiU,Sniper Elite V2
PT03,Sharron Thomas,2020,22,PS3,Dungeons & Dragons: Shadow over Mystara
PT03,Cathy Jackson,2020,37,PSP,Toki no Kizuna: Hanayui Tsuzuri
PT03,Darla Thompson,2015,19,PSP,Saki: Achiga-Hen Portable
PT03,Norita Taylor,2018,35,3DS,Bella Sara 2 - The Magic of Drasilmare
PT03,Gaye White,2020,43,PS3,The Legend of Heroes: Trails in the Sky Second Chapter
